Address,Lead_Status,Latitude,Longitude,Source,Last_Visited,Last_Result,Callback_Target,Notes,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,Address_Normalized,Geocodio Latitude,Geocodio Longitude,In_Source_CSV,Price,Beds,Baths,SqFt,Sold Date,Redfin Link,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Next_Eligible_Date,Street_Key,Street_Last_Visited,Street_Next_Eligible_Date,Street_Cooldown_Source
"100 Edenberry Way, Easley, SC 29642",ELIGIBLE,34.805808,-82.530519,tricounty,,,,,PAST SALE,2025-03-04,Single Family Residential,100 Edenberry Way,Easley,SC,29642,445000.0,4.0,3.0,,2422.0,13068.0,2024.0,,184.0,40.0,Sold,,,https://www.redfin.com/SC/Easley/100-Edenberry-Way-29642/home/60785483,Greater Greenville MLS,1539094.0,N,Y,34.805808,-82.530519,Pickens,100 EDENBERRY WAY EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,EDENBERRY WAY,,,
"100 George Williams Dr, Easley, SC 29642",ELIGIBLE,34.859944,-82.5826529,tricounty,,,,,PAST SALE,2025-08-27,Single Family Residential,100 George Williams Dr,Easley,SC,29642,432500.0,3.0,2.5,Williamsport,2100.0,58806.0,,,206.0,19.0,Sold,,,https://www.redfin.com/SC/Easley/100-George-Williams-Dr-29640/home/147668279,Greater Greenville MLS,1530627.0,N,Y,34.859944,-82.5826529,Pickens,100 GEORGE WILLIAMS DR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,GEORGE WILLIAMS DR,,,
"100 Gilmer Cir, Anderson, SC 29626",ELIGIBLE,34.4426489,-82.8037547,tricounty,,,,,PAST SALE,2025-05-30,Single Family Residential,100 Gilmer Cir,Anderson,SC,29626,885000.0,4.0,3.5,,4539.0,26136.0,,,195.0,,Sold,,,https://www.redfin.com/SC/Anderson/100-Gilmer-Cir-29626/home/86682466,Greater Greenville MLS,1545707.0,N,Y,34.4426489,-82.8037547,Anderson,100 GILMER CIR ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,,GILMER CIR,,,
"100 Grandview Dr, Anderson, SC 29625",ELIGIBLE,34.52805,-82.758938,tricounty,,,,,PAST SALE,2025-11-12,Single Family Residential,100 Grandview Dr,Anderson,SC,29625,520000.0,3.0,2.0,Anderson,2891.0,26571.0,2023.0,,180.0,,Sold,,,https://www.redfin.com/SC/Anderson/100-Grandview-Dr-29625/home/164544066,Greater Greenville MLS,1558863.0,N,Y,34.52805,-82.758938,Anderson,100 GRANDVIEW DR ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,GRANDVIEW DR,,,
"100 Gray Dr, Anderson, SC 29626",ELIGIBLE,34.4433154,-82.7667757,tricounty,,,,,PAST SALE,2025-05-23,Single Family Residential,100 Gray Dr,Anderson,SC,29626,222900.0,3.0,1.0,Other (See Remarks),2708.0,49658.0,1960.0,,82.0,,Sold,,,https://www.redfin.com/SC/Anderson/100-Gray-Dr-29626/home/86685779,Greater Greenville MLS,1545153.0,N,Y,34.4433154,-82.7667757,Anderson,100 GRAY DR ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,,GRAY DR,,,
"100 Henry Ave, Seneca, SC 29678",ELIGIBLE,34.6661212,-82.9431401,tricounty,,,,,PAST SALE,2025-09-26,Single Family Residential,100 Henry Ave,Seneca,SC,29678,185000.0,3.0,1.5,Seneca,1518.0,,,,122.0,,Sold,,,https://www.redfin.com/SC/Seneca/100-Henry-Ave-29678/home/129056887,WUMLS,20291540.0,N,Y,34.6661212,-82.9431401,Oconee,100 HENRY AVE SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-03,HENRY AVE,2026-01-04,2026-02-03,
"100 Hidden Creek Dr, Easley, SC 29642",ELIGIBLE,34.7433545,-82.5653806,tricounty,,,,,PAST SALE,2025-08-14,Single Family Residential,100 Hidden Creek Dr,Easley,SC,29642,357500.0,3.0,2.0,Hidden Creek,2107.0,,,,170.0,13.0,Sold,,,https://www.redfin.com/SC/Easley/100-Hidden-Creek-Dr-29642/home/86702687,Greater Greenville MLS,1562211.0,N,Y,34.7433545,-82.5653806,Anderson,100 HIDDEN CREEK DR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN CREEK DR,,,
"100 Highland Rd, Easley, SC 29640",ELIGIBLE,34.8300172,-82.6159774,tricounty,,,,,PAST SALE,2025-01-30,Single Family Residential,100 Highland Rd,Easley,SC,29640,359900.0,3.0,2.0,,1761.0,13503.0,1966.0,,204.0,,Sold,,,https://www.redfin.com/SC/Easley/100-Highland-Rd-29640/home/87042644,Greater Greenville MLS,1541572.0,N,Y,34.8300172,-82.6159774,Pickens,100 HIGHLAND RD EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND RD,,,
"100 Hinson Dr, Pelzer, SC 29669",ELIGIBLE,34.6393784,-82.5181738,tricounty,,,,,PAST SALE,2025-10-14,Single Family Residential,100 Hinson Dr,Pelzer,SC,29669,438000.0,4.0,3.5,Smithridge,2553.0,27007.0,2004.0,,172.0,,Sold,,,https://www.redfin.com/SC/Pelzer/100-Hinson-Dr-29669/home/86679295,Greater Greenville MLS,1562319.0,N,Y,34.6393784,-82.5181738,Anderson,100 HINSON DR PELZER SC 29669,,,,,,,,,,,,,,,,,,,,,,,,,,HINSON DR,,,
"100 Ingram Ln, Piedmont, SC 29673",ELIGIBLE,34.6914567,-82.468288,tricounty,,,,,PAST SALE,2025-08-04,Single Family Residential,100 Ingram Ln,Piedmont,SC,29673,320000.0,3.0,2.5,,1629.0,37461.0,2025.0,,196.0,,Sold,,,https://www.redfin.com/SC/Piedmont/100-Ingram-Ln-29673/home/191612866,Greater Greenville MLS,1548871.0,N,Y,34.6914567,-82.468288,Anderson,100 INGRAM LN PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,INGRAM LN,,,
"100 Ives Way, Piedmont, SC 29673",ELIGIBLE,34.7059943713785,-82.4775983841372,tricounty,,,,,PAST SALE,2025-01-30,Single Family Residential,100 Ives Way,Piedmont,SC,29673,413200.0,4.0,2.5,Piedmont,2734.0,9583.0,2024.0,,151.0,46.0,Sold,,,https://www.redfin.com/SC/Piedmont/100-Ives-Way-29673/home/193991407,Greater Greenville MLS,1544257.0,N,Y,34.7059943713785,-82.4775983841372,Anderson,100 IVES WAY PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,IVES WAY,,,
"100 Lakeside Dr, Belton, SC 29627",ELIGIBLE,34.562086,-82.4848325,tricounty,,,,,PAST SALE,2025-05-08,Single Family Residential,100 Lakeside Dr,Belton,SC,29627,555000.0,3.0,2.5,Other (See Remarks),2073.0,234352.0,1994.0,,268.0,,Sold,,,https://www.redfin.com/SC/Belton/100-Lakeside-Dr-29627/home/86711750,Greater Greenville MLS,1553097.0,N,Y,34.562086,-82.4848325,Anderson,100 LAKESIDE DR BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,LAKESIDE DR,,,
"100 Laurel Walk, Piedmont, SC 29673",ELIGIBLE,34.7202699,-82.5149932,tricounty,,,,,PAST SALE,2025-06-02,Single Family Residential,100 Laurel Walk,Piedmont,SC,29673,354000.0,4.0,3.0,Mallard Green,2428.0,25700.0,,,146.0,,Sold,,,https://www.redfin.com/SC/Piedmont/100-Laurel-Walk-29673/home/60661893,Greater Greenville MLS,1551548.0,N,Y,34.7202699,-82.5149932,Anderson,100 LAUREL WALK PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,LAUREL WALK,,,
"100 Legacy Ln, Pickens, SC 29671",ELIGIBLE,34.8271,-82.7776,tricounty,,,,,PAST SALE,2025-10-16,Single Family Residential,100 Legacy Ln,Pickens,SC,29671,455000.0,3.0,2.0,Legacy Farms,2322.0,21780.0,2025.0,,196.0,29.0,Sold,,,https://www.redfin.com/SC/Pickens/100-Legacy-LN-29671/home/195510721,Greater Greenville MLS,1555294.0,N,Y,34.8271,-82.7776,Pickens,100 LEGACY LN PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,LEGACY LN,,,
"100 Longleaf Ln, Pendleton, SC 29670",ELIGIBLE,34.5818139,-82.7100322,tricounty,,,,,PAST SALE,2025-05-23,Single Family Residential,100 Longleaf Ln,Pendleton,SC,29670,299900.0,4.0,2.0,Pendleton,1934.0,5662.0,2023.0,,155.0,71.0,Sold,,,https://www.redfin.com/SC/Pendleton/100-Longleaf-Ln-29670/home/195294566,Greater Greenville MLS,1553506.0,N,Y,34.5818139,-82.7100322,Anderson,100 LONGLEAF LN PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,LONGLEAF LN,,,
"100 Mariposa Cir, Anderson, SC 29621",ELIGIBLE,34.5183631,-82.6068441,tricounty,,,,,PAST SALE,2025-04-23,Single Family Residential,100 Mariposa Cir,Anderson,SC,29621,235400.0,3.0,2.0,Cross Creek-Anderson,1027.0,13939.0,1988.0,,229.0,,Sold,,,https://www.redfin.com/SC/Anderson/100-Mariposa-Cir-29621/home/86700918,WUMLS,20284934.0,N,Y,34.5183631,-82.6068441,Anderson,100 MARIPOSA CIR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,MARIPOSA CIR,,,
"100 Mary St, Iva, SC 29655",ELIGIBLE,34.2959567,-82.6695346,tricounty,,,,,PAST SALE,2025-07-03,Single Family Residential,100 Mary St,Iva,SC,29655,240000.0,4.0,1.5,,1443.0,32670.0,1966.0,,166.0,,Sold,,,https://www.redfin.com/SC/Iva/100-Mary-St-29655/home/86695370,Greater Greenville MLS,1554880.0,N,Y,34.2959567,-82.6695346,Anderson,100 MARY ST IVA SC 29655,,,,,,,,,,,,,,,,,,,,,,,,,,MARY ST,,,
"100 Northington Ct, Sunset, SC 29685",ELIGIBLE,34.9021677,-82.8626497,tricounty,,,,,PAST SALE,2025-11-14,Single Family Residential,100 Northington Ct,Sunset,SC,29685,1650000.0,5.0,5.5,The Reserve At Lake Keowee,4263.0,,2025.0,,387.0,366.0,Sold,,,https://www.redfin.com/SC/Sunset/100-Northington-Ct-29685/home/184891198,WUMLS,20286694.0,N,Y,34.9021677,-82.8626497,Pickens,100 NORTHINGTON CT SUNSET SC 29685,,,,,,,,,,,,,,,,,,,,,,,,,,NORTHINGTON CT,,,
"100 Parkside Dr, Anderson, SC 29621",ELIGIBLE,34.6237087,-82.6203486,tricounty,,,,,PAST SALE,2025-08-08,Single Family Residential,100 Parkside Dr,Anderson,SC,29621,505000.0,3.0,2.5,Brookstone Meadows,2450.0,13068.0,2004.0,,206.0,51.0,Sold,,,https://www.redfin.com/SC/Anderson/100-Parkside-Dr-29621/home/63775923,Greater Greenville MLS,1560603.0,N,Y,34.6237087,-82.6203486,Anderson,100 PARKSIDE DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,PARKSIDE DR,,,
"100 Plantation Dr, Pendleton, SC 29670",ELIGIBLE,34.6443309,-82.7697495,tricounty,,,,,PAST SALE,2025-02-14,Single Family Residential,100 Plantation Dr,Pendleton,SC,29670,275000.0,3.0,2.0,Magnolia Pointe,1344.0,10890.0,1993.0,,205.0,50.0,Sold,,,https://www.redfin.com/SC/Pendleton/100-Plantation-Dr-29670/home/63762843,WUMLS,20282576.0,N,Y,34.6443309,-82.7697495,Anderson,100 PLANTATION DR PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,PLANTATION DR,,,
"100 Plum Ct, Westminster, SC 29693",ELIGIBLE,34.543432,-83.076365,tricounty,,,,,PAST SALE,2025-09-11,Single Family Residential,100 Plum Ct,Westminster,SC,29693,300000.0,3.0,2.5,Chickasaw Point,1564.0,10454.0,2025.0,,192.0,233.0,Sold,,,https://www.redfin.com/SC/Westminster/100-Plum-Ct-29693/home/129396892,GAMLS,10548616.0,N,Y,34.543432,-83.076365,Oconee,100 PLUM CT WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,PLUM CT,,,
"100 Saint Lukes Cir, Easley, SC 29642",ELIGIBLE,34.7834096,-82.5276733,tricounty,,,,,PAST SALE,2025-06-23,Single Family Residential,100 Saint Lukes Cir,Easley,SC,29642,425000.0,3.0,3.0,Lukes Crossing,3400.0,32670.0,2002.0,,125.0,29.0,Sold,,,https://www.redfin.com/SC/Easley/100-Saint-Lukes-Cir-29642/home/60583660,Greater Greenville MLS,1557500.0,N,Y,34.7834096,-82.5276733,Anderson,100 SAINT LUKES CIR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,SAINT LUKES CIR,,,
"100 Shady Ln, Seneca, SC 29678",ELIGIBLE,34.7002466,-82.9124721,tricounty,,,,,PAST SALE,2025-05-30,Single Family Residential,100 Shady Ln,Seneca,SC,29678,350000.0,4.0,2.5,Forest Hills Su,2422.0,30491.0,1979.0,,145.0,,Sold,,,https://www.redfin.com/SC/Seneca/100-Shady-Ln-29678/home/129340510,WUMLS,20287049.0,N,Y,34.7002466,-82.9124721,Oconee,100 SHADY LN SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,SHADY LN,,,
"100 Sonora Dr, Easley, SC 29640",ELIGIBLE,34.8493909,-82.4938584,tricounty,,,,,PAST SALE,2025-06-23,Single Family Residential,100 Sonora Dr,Easley,SC,29640,295000.0,3.0,2.0,Cottonwood Est,1558.0,,,,189.0,,Sold,,,https://www.redfin.com/SC/Easley/100-Sonora-Dr-29640/home/60640748,Greater Greenville MLS,1553618.0,N,Y,34.8493909,-82.4938584,Pickens,100 SONORA DR EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,SONORA DR,,,
"100 Tallulah Ter, Piedmont, SC 29673",ELIGIBLE,34.7549065,-82.4613503,tricounty,,,,,PAST SALE,2025-06-06,Single Family Residential,100 Tallulah Ter,Piedmont,SC,29673,1500000.0,4.0,4.5,River Reserve,5501.0,52272.0,2007.0,,273.0,117.0,Sold,,,https://www.redfin.com/SC/Piedmont/100-Tallulah-Ter-29673/home/86679761,Greater Greenville MLS,1550172.0,N,Y,34.7549065,-82.4613503,Anderson,100 TALLULAH TER PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,TALLULAH TER,,,
"100 Tiger Lily Dr, Anderson, SC 29621",ELIGIBLE,34.5560975,-82.6140352,tricounty,,,,,PAST SALE,2025-09-15,Single Family Residential,100 Tiger Lily Dr,Anderson,SC,29621,345000.0,3.0,2.0,The Meadows at Midway,1505.0,,,,229.0,46.0,Sold,,,https://www.redfin.com/SC/Anderson/100-Tiger-Lily-Dr-29621/home/196868920,WUMLS,20290881.0,N,Y,34.5560975,-82.6140352,Anderson,100 TIGER LILY DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,TIGER LILY DR,,,
"100 Toliver Ln, Anderson, SC 29626",HARD_NO,34.4913153,-82.7508752,tricounty,2026-01-13,NOT_INTERESTED,,,PAST SALE,2025-12-15,Single Family Residential,100 Toliver Ln,Anderson,SC,29626,358000.0,3.0,2.0,Oakgrove Farm,1675.0,33976.0,2018.0,,214.0,,Sold,,,https://www.redfin.com/SC/Anderson/100-Toliver-Ln-29626/home/144670816,WUMLS,20293922.0,N,Y,34.4913153,-82.7508752,Anderson,100 TOLIVER LN ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-12,TOLIVER LN,2026-01-13,2026-02-12,ASSUMED_NOT_INTERESTED_ROUTE
"100 Turkey Ln, Belton, SC 29627",ELIGIBLE,34.479382,-82.485438,tricounty,,,,,PAST SALE,2025-06-27,Single Family Residential,100 Turkey Ln,Belton,SC,29627,385000.0,3.0,2.0,,2004.0,43560.0,,,192.0,21.0,Sold,,,https://www.redfin.com/SC/Belton/100-Turkey-AVE-29627/home/196280302,Greater Greenville MLS,1550509.0,N,Y,34.479382,-82.485438,Anderson,100 TURKEY LN BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,TURKEY LN,,,
"100 Watergate Dr, Piedmont, SC 29673",ELIGIBLE,34.7246331,-82.4717504,tricounty,,,,,PAST SALE,,Other,100 Watergate Dr,Piedmont,SC,29673,590000.0,3.0,,,2097.0,53678.0,2022.0,,281.0,,,,,https://www.redfin.com/SC/Piedmont/100-Watergate-Dr-29673/home/145332139,,,N,Y,34.7246331,-82.4717504,Anderson,100 WATERGATE DR PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,WATERGATE DR,,,
"100 Waterside Dr, Iva, SC 29655",ELIGIBLE,34.3216003,-82.5844716,tricounty,,,,,PAST SALE,2025-05-20,Single Family Residential,100 Waterside Dr,Iva,SC,29655,590000.0,3.0,2.5,Abbeville,1880.0,55321.0,2022.0,,314.0,17.0,Sold,,,https://www.redfin.com/SC/Iva/100-Waterside-Dr-29655/home/192040915,Greater Greenville MLS,1551241.0,N,Y,34.3216003,-82.5844716,Anderson,100 WATERSIDE DR IVA SC 29655,,,,,,,,,,,,,,,,,,,,,,,,,,WATERSIDE DR,,,
"100 Wickers Ln, Clemson, SC 29631",ELIGIBLE,34.703733,-82.829784,tricounty,,,,,PAST SALE,2025-06-27,Single Family Residential,100 Wickers Ln,Clemson,SC,29631,569900.0,4.0,3.0,Other (See Remarks),2446.0,8712.0,,,233.0,257.0,Sold,,,https://www.redfin.com/SC/Clemson/100-Wickers-Ln-29631/home/190516185,Greater Greenville MLS,1543243.0,N,Y,34.703733,-82.829784,Pickens,100 WICKERS LN CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,WICKERS LN,,,
"100 Wildberry Ct, Easley, SC 29642",ELIGIBLE,34.7575878,-82.5586297,tricounty,,,,,PAST SALE,2025-09-17,Single Family Residential,100 Wildberry Ct,Easley,SC,29642,319000.0,3.0,2.0,Wyatt Oaks,2174.0,24829.0,1992.0,,147.0,,Sold,,,https://www.redfin.com/SC/Easley/100-Wildberry-Ct-29642/home/86702558,Greater Greenville MLS,1562759.0,N,Y,34.7575878,-82.5586297,Anderson,100 WILDBERRY CT EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,WILDBERRY CT,,,
"100 Winyah Ct, Clemson, SC 29631",ELIGIBLE,34.7058749,-82.828223,tricounty,,,,,PAST SALE,2025-04-15,Single Family Residential,100 Winyah Ct,Clemson,SC,29631,797000.0,5.0,3.5,Calhoun Forest,3515.0,,,,227.0,,Sold,,,https://www.redfin.com/SC/Clemson/100-Winyah-Ct-29631/home/63827050,WUMLS,20283493.0,N,Y,34.7058749,-82.828223,Pickens,100 WINYAH CT CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,WINYAH CT,,,
"1000 Audley Ct, Easley, SC 29642",ELIGIBLE,34.7684692,-82.4943183,tricounty,,,,,PAST SALE,2025-09-26,Single Family Residential,1000 Audley Ct,Easley,SC,29642,987900.0,4.0,4.0,Kensington,6074.0,80586.0,1996.0,,163.0,100.0,Sold,,,https://www.redfin.com/SC/Easley/1000-Audley-Ct-29642/home/86709043,Greater Greenville MLS,1555845.0,N,Y,34.7684692,-82.4943183,Anderson,1000 AUDLEY CT EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,AUDLEY CT,,,
"1000 Cherry St, Pendleton, SC 29670",ELIGIBLE,34.645644,-82.767281,tricounty,,,,,PAST SALE,2025-04-25,Single Family Residential,1000 Cherry St,Pendleton,SC,29670,175000.0,2.0,1.0,Pendleton,864.0,11761.0,1960.0,,203.0,,Sold,,,https://www.redfin.com/SC/Pendleton/1000-Cherry-Street-Ext-29670/home/63765265,WUMLS,20278403.0,N,Y,34.645644,-82.767281,Anderson,1000 CHERRY ST PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,CHERRY ST,,,
"1000 Shadow Ln, Anderson, SC 29625",ELIGIBLE,34.5652633,-82.8077432,tricounty,,,,,PAST SALE,2025-12-26,Single Family Residential,1000 Shadow Ln,Anderson,SC,29625,236000.0,3.0,2.0,Anderson,1378.0,34412.0,2001.0,,171.0,,Sold,,,https://www.redfin.com/SC/Anderson/1000-Shadow-Ln-29625/home/86719303,WUMLS,20294552.0,N,Y,34.5652633,-82.8077432,Anderson,1000 SHADOW LN ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,SHADOW LN,,,
"1001 Farmington Rd, Anderson, SC 29626",ELIGIBLE,34.4956488,-82.7330365,tricounty,,,,,PAST SALE,2025-06-13,Single Family Residential,1001 Farmington Rd,Anderson,SC,29626,250000.0,3.0,2.0,Anderson,1575.0,33541.0,,,159.0,,Sold,,,https://www.redfin.com/SC/Anderson/1001-Farmington-Rd-29626/home/63791589,WUMLS,20286761.0,N,Y,34.4956488,-82.7330365,Anderson,1001 FARMINGTON RD ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,,FARMINGTON RD,,,
"1001 Hillcrest Ct, Anderson, SC 29621",ELIGIBLE,34.5815154,-82.6315893,tricounty,,,,,PAST SALE,2025-06-12,Single Family Residential,1001 Hillcrest Ct,Anderson,SC,29621,580000.0,4.0,2.5,Sterling Meadows,3101.0,27007.0,2013.0,,187.0,42.0,Sold,,,https://www.redfin.com/SC/Anderson/1001-Hillcrest-Ct-29621/home/63765890,Greater Greenville MLS,1556379.0,N,Y,34.5815154,-82.6315893,Anderson,1001 HILLCREST CT ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,HILLCREST CT,,,
"1001 Millwee Creek Rd, Pendleton, SC 29670",ELIGIBLE,34.6051306,-82.7321292,tricounty,,,,,PAST SALE,2025-07-14,Single Family Residential,1001 Millwee Creek Rd,Pendleton,SC,29670,450000.0,5.0,3.0,Pendleton,3500.0,155509.0,1989.0,,129.0,,Sold,,,https://www.redfin.com/SC/Pendleton/1001-Millwee-Creek-Rd-29670/home/86672540,WUMLS,20284617.0,N,Y,34.6051306,-82.7321292,Anderson,1001 MILLWEE CREEK RD PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,MILLWEE CREEK RD,,,
"1001 Omega Farms Ln, Williamston, SC 29697",ELIGIBLE,34.6093824,-82.5934689,tricounty,,,,,PAST SALE,2025-07-11,Single Family Residential,1001 Omega Farms Ln,Williamston,SC,29697,894900.0,5.0,4.5,Other (See Remarks),6610.0,108900.0,2019.0,,135.0,50.0,Sold,,,https://www.redfin.com/SC/Williamston/1001-Omega-Farms-Ln-29697/home/146457005,Greater Greenville MLS,1552824.0,N,Y,34.6093824,-82.5934689,Anderson,1001 OMEGA FARMS LN WILLIAMSTON SC 29697,,,,,,,,,,,,,,,,,,,,,,,,,,OMEGA FARMS LN,,,
"1001 Pelzer Hwy, Easley, SC 29642-2937",ELIGIBLE,34.7904278,-82.5887111,tricounty,,,,,PAST SALE,2025-03-07,Single Family Residential,1001 Pelzer Hwy,Easley,SC,29642-2937,225000.0,3.0,2.0,,1900.0,27442.0,,,118.0,,Sold,,,https://www.redfin.com/SC/Easley/1001-Pelzer-Hwy-29642/home/87067583,Greater Greenville MLS,1547345.0,N,Y,34.7904278,-82.5887111,Pickens,1001 PELZER HWY EASLEY SC 296422937,,,,,,,,,,,,,,,,,,,,,,,,,,PELZER HWY,,,
"1002 Dickerson Rd, Anderson, SC 29626",HARD_NO,34.5002533,-82.746198,tricounty,2026-01-13,NOT_INTERESTED,,,PAST SALE,2025-07-14,Single Family Residential,1002 Dickerson Rd,Anderson,SC,29626,280600.0,4.0,2.0,Dickerson Acres,2490.0,72745.0,,,113.0,,Sold,,,https://www.redfin.com/SC/Anderson/1002-Dickerson-Rd-29626/home/63771528,WUMLS,20288241.0,N,Y,34.5002533,-82.746198,Anderson,1002 DICKERSON RD ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-12,DICKERSON RD,2026-01-13,2026-02-12,ASSUMED_NOT_INTERESTED_ROUTE
"1002 Overbrook Dr, Seneca, SC 29678",ELIGIBLE,34.6777965,-82.9367074,tricounty,,,,,PAST SALE,2025-02-14,Single Family Residential,1002 Overbrook Dr,Seneca,SC,29678,162000.0,2.0,1.0,Other (See Remarks),800.0,4791.0,,,203.0,,Sold,,,https://www.redfin.com/SC/Seneca/1002-Overbrook-Dr-29678/home/190913053,Greater Greenville MLS,1529844.0,N,Y,34.6777965,-82.9367074,Oconee,1002 OVERBROOK DR SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,OVERBROOK DR,,,
"1003 Gravley Rd, Pickens, SC 29671",ELIGIBLE,34.9129483,-82.7433942,tricounty,,,,,PAST SALE,2025-05-09,Single Family Residential,1003 Gravley Rd,Pickens,SC,29671,260304.0,3.0,2.0,,1603.0,30491.0,1965.0,,162.0,,Sold,,,https://www.redfin.com/SC/Pickens/1003-Gravley-Rd-29671/home/60609627,Greater Greenville MLS,1550853.0,N,Y,34.9129483,-82.7433942,Pickens,1003 GRAVLEY RD PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,GRAVLEY RD,,,
"1003 Harpers Way, Anderson, SC 29621",ELIGIBLE,34.5856587,-82.6552263,tricounty,,,,,PAST SALE,2025-05-19,Single Family Residential,1003 Harpers Way,Anderson,SC,29621,535000.0,4.0,3.0,Harpers Ridge,2697.0,50529.0,1995.0,,198.0,34.0,Sold,,,https://www.redfin.com/SC/Anderson/1003-Harpers-Way-29621/home/63807593,WUMLS,20285446.0,N,Y,34.5856587,-82.6552263,Anderson,1003 HARPERS WAY ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,HARPERS WAY,,,
"1003 Hillcrest Ct, Anderson, SC 29621",ELIGIBLE,34.5819162,-82.63149,tricounty,,,,,PAST SALE,2025-12-11,Single Family Residential,1003 Hillcrest Ct,Anderson,SC,29621,417000.0,3.0,2.0,Sterling Meadows,2185.0,26571.0,2014.0,,191.0,42.0,Sold,,,https://www.redfin.com/SC/Anderson/1003-Hillcrest-Ct-29621/home/63816361,Greater Greenville MLS,1573138.0,N,Y,34.5819162,-82.63149,Anderson,1003 HILLCREST CT ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,HILLCREST CT,,,
"1003 Stoneham Cir, Anderson, SC 29626",ELIGIBLE,34.503378,-82.7672066,tricounty,,,,,PAST SALE,2025-11-21,Single Family Residential,1003 Stoneham Cir,Anderson,SC,29626,320000.0,4.0,2.0,Wakefield,1902.0,24829.0,2020.0,,168.0,,Sold,,,https://www.redfin.com/SC/Anderson/1003-Stoneham-Cir-29626/home/145097077,WUMLS,20293664.0,N,Y,34.503378,-82.7672066,Anderson,1003 STONEHAM CIR ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,,STONEHAM CIR,,,
