SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,COUNTY_SOURCE
PAST SALE,February-13-2023,Single Family Residential,210 Howard St,Curtis,NE,69025,139000,4,1.0,Curtis,2577,,1890,,54,,Sold,,,https://www.redfin.com/NE/Curtis/210-Howard-Ave-69025/home/133824520,GMNMLS,20221563,N,Y,40.6307001,-100.5138185,"Oconee County, SC","Oconee, SC"
PAST SALE,March-17-2023,Single Family Residential,39113 Sandhills Rd,Curtis,NE,69025,175000,5,3.0,Curtis,3060,,1976,,57,,Sold,,,https://www.redfin.com/NE/Curtis/39113-Sandhills-Rd-69025/home/133819738,GMNMLS,20221585,N,Y,40.6289424,-100.5303999,"Oconee County, SC","Oconee, SC"
PAST SALE,November-30-2021,Single Family Residential,511 Pope Ave,Curtis,NE,69025,130000,4,3.0,Curtis,30042,,1920,,4,,Sold,,,https://www.redfin.com/NE/Curtis/511-Pope-Ave-69025/home/133826240,GMNMLS,20210226,N,Y,40.6338338,-100.5171788,"Oconee County, SC","Oconee, SC"
PAST SALE,June-27-2022,Single Family Residential,203 Crook Ave,Curtis,NE,69025,130000,4,2.0,CURTIS,2163,,1928,,60,,Sold,,,https://www.redfin.com/NE/Curtis/203-Crook-Ave-69025/home/133818703,LCBR,24233,N,Y,40.630353,-100.5213297,"Oconee County, SC","Oconee, SC"
PAST SALE,February-22-2023,Single Family Residential,804 Ord St,Curtis,NE,69025,120000,4,3.0,Curtis,3280,,1968,,37,,Sold,,,https://www.redfin.com/NE/Curtis/804-Ord-St-69025/home/133825271,GMNMLS,20221065,N,Y,40.6362422,-100.5177721,"Oconee County, SC","Oconee, SC"
PAST SALE,August-12-2022,Single Family Residential,210 Crook Ave,Curtis,NE,69025,105000,3,2.0,CURTIS,2012,,1976,,52,,Sold,,,https://www.redfin.com/NE/Curtis/210-Crook-Ave-69025/home/133820466,LCBR,24429,N,Y,40.6309405,-100.5211666,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,102 W Chandler St,Eustis,NE,69028,180000,4,2.0,,2184,9148,1920,,82,,,,,https://www.redfin.com/NE/Eustis/102-W-Chandler-St-69028/home/133824814,,,N,Y,40.6638538,-100.0296939,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,602 Center Ave,Curtis,NE,69025,95000,3,2.0,,1568,10454,1994,,61,,,,,https://www.redfin.com/NE/Curtis/602-Center-Ave-69025/home/133820665,,,N,Y,40.6341767,-100.5150002,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,107 S Main St,Eustis,NE,69028,85000,2,1.0,,1168,9148,1890,,73,,,,,https://www.redfin.com/NE/Eustis/107-S-Main-St-69028/home/133824722,,,N,Y,40.6610453,-100.0294437,"Oconee County, SC","Oconee, SC"
PAST SALE,April-5-2024,Single Family Residential,4 Pope Ave,Curtis,NE,69025,110000,3,1.0,Curtis,1200,,1945,,92,,Sold,,,https://www.redfin.com/NE/Curtis/2-Pope-Ave-69025/home/133821047,GMNMLS,20240300,N,Y,40.62821,-100.51655,"Oconee County, SC","Oconee, SC"
PAST SALE,April-7-2025,Single Family Residential,400 N Wright St,Eustis,NE,69028,287000,2,3.0,Eustis,3558,,1999,,81,,Sold,,,https://www.redfin.com/NE/Eustis/400-N-Wright-St-69028/home/133823530,GMNMLS,20250121,N,Y,40.6657915,-100.0355939,"Oconee County, SC","Oconee, SC"
PAST SALE,September-22-2025,Single Family Residential,220 S Cedar St,Maywood,NE,69038,117000,4,2.0,Maywood,1120,,1920,,104,,Sold,,,https://www.redfin.com/NE/Maywood/220-S-Cedar-St-69038/home/133820820,LCBR,26384,N,Y,40.6552671,-100.6190175,"Oconee County, SC","Oconee, SC"
PAST SALE,December-8-2023,Single Family Residential,205 N Main St,Eustis,NE,69028,27000,3,2.0,Eustis,1500,9000,1930,,18,,Sold,,,https://www.redfin.com/NE/Eustis/205-N-Main-St-69028/home/188197567,GMNMLS,20231320,N,Y,40.6629522,-100.0291261,"Oconee County, SC","Oconee, SC"
PAST SALE,April-18-2023,Single Family Residential,402 N Wright St,Eustis,NE,69028,172000,3,2.0,Eustis,2200,,1978,,78,,Sold,,,https://www.redfin.com/NE/Eustis/402-N-Wright-St-69028/home/133821182,GMNMLS,20230261,N,Y,40.6659961,-100.0356296,"Oconee County, SC","Oconee, SC"
PAST SALE,December-4-2025,Single Family Residential,801 Pope Ave,Curtis,NE,,125000,3,2.0,Curtis,2048,20038,1929,,61,,Sold,,,https://www.redfin.com/NE/Curtis/801-Pope-Ave-69025/home/133818735,LCBR,26539,N,Y,40.6361666,-100.5171685,"Oconee County, SC","Oconee, SC"
PAST SALE,July-7-2023,Single Family Residential,506 E 5th St,Curtis,NE,69025,168000,5,2.0,Curtis,2240,,1970,,75,,Sold,,,https://www.redfin.com/NE/Curtis/506-E-5th-St-69025/home/133818726,GMNMLS,20230383,N,Y,40.6330337,-100.5089366,"Oconee County, SC","Oconee, SC"
PAST SALE,January-5-2026,Single Family Residential,307 N Hale St,Eustis,NE,69028,92000,2,1.0,Eustis,1101,,1920,,84,,Sold,,,https://www.redfin.com/NE/Eustis/307-N-Hale-St-69028/home/133822902,GMNMLS,20251545,N,Y,40.6654595,-100.0322733,"Oconee County, SC","Oconee, SC"
PAST SALE,April-5-2024,Single Family Residential,108 S Pear St,Maywood,NE,69038,110000,3,1.0,Maywood,1100,,1940,,100,,Sold,,,https://www.redfin.com/NE/Maywood/108-S-Pear-St-69038/home/133823956,GMNMLS,20240159,N,Y,40.6570718,-100.6203668,"Oconee County, SC","Oconee, SC"
PAST SALE,May-15-2024,Single Family Residential,402 N Hamilton St,Eustis,NE,69028,105000,3,1.0,Eustis,1627,,1920,,65,,Sold,,,https://www.redfin.com/NE/Eustis/402-N-Hamilton-St-69028/home/133825943,GMNMLS,20240203,N,Y,40.6660884,-100.0330356,"Oconee County, SC","Oconee, SC"
PAST SALE,November-14-2025,Vacant Land,201 Badger St,Stockville,NE,69042,50000,,,Stockville,,299257,,,,,Sold,,,https://www.redfin.com/NE/Stockville/201-Badger-St-69042/home/133818141,GMNMLS,20250994,N,Y,40.5323147,-100.3868793,"Oconee County, SC","Oconee, SC"
PAST SALE,July-14-2023,Single Family Residential,103 S Hamilton St,Eustis,NE,69028,130000,3,2.0,Eustis,1352,,1910,,96,,Sold,,,https://www.redfin.com/NE/Eustis/103-S-Hamilton-St-69028/home/133824745,GMNMLS,20221288,N,Y,40.6627572,-100.0336608,"Oconee County, SC","Oconee, SC"
PAST SALE,November-21-2025,Single Family Residential,706 Pope Ave,Curtis,NE,69025,123000,2,1.0,Curtis,1195,,1950,,103,,Sold,,,https://www.redfin.com/NE/Curtis/706-Pope-Ave-69025/home/133824677,LCBR,26316,N,Y,40.6354438,-100.5163808,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,104 E 3rd St,Curtis,NE,69025,74000,3,1.0,,965,6970,1900,,77,,,,,https://www.redfin.com/NE/Curtis/104-E-3rd-St-69025/home/133819902,,,N,Y,40.6311709,-100.514668,"Oconee County, SC","Oconee, SC"
PAST SALE,November-14-2025,Single Family Residential,110 S Plum St,Maywood,NE,69038,57500,3,2.0,Maywood,1138,,1920,,51,,Sold,,,https://www.redfin.com/NE/Maywood/110-S-Plum-St-69038/home/133823966,LCBR,26378,N,Y,40.6569297,-100.6231759,"Oconee County, SC","Oconee, SC"
PAST SALE,October-10-2025,Single Family Residential,407 N Main St,Eustis,NE,69028,305000,4,2.0,Eustis,2540,348480,1940,,120,,Sold,,,https://www.redfin.com/NE/Eustis/407-N-Main-St-69028/home/133822859,GMNMLS,20250755,N,Y,40.6665019,-100.0294394,"Oconee County, SC","Oconee, SC"
PAST SALE,September-20-2024,Single Family Residential,206 Crook Ave,Curtis,NE,69025,65000,2,1.0,Curtis,838,,1955,,78,,Sold,,,https://www.redfin.com/NE/Curtis/206-Crook-Ave-69025/home/133818918,GMNMLS,20240774,N,Y,40.6305807,-100.5208743,"Oconee County, SC","Oconee, SC"
PAST SALE,February-5-2024,Single Family Residential,406 N Hamilton St,Eustis,NE,69028,188000,3,2.0,Eustis,2841,,1925,,66,,Sold,,,https://www.redfin.com/NE/Eustis/406-N-Hamilton-St-69028/home/133822914,GMNMLS,20231289,N,Y,40.6664408,-100.0329824,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,503 Howard Ave,Curtis,NE,69025,100000,3,1.0,,1422,6970,1900,,70,,,,,https://www.redfin.com/NE/Curtis/503-Howard-Ave-69025/home/133823257,,,N,Y,40.6332879,-100.5143518,"Oconee County, SC","Oconee, SC"
PAST SALE,October-28-2024,Single Family Residential,504 Center Ave,Curtis,NE,69025,67500,3,3.0,CURTIS,1742,,1910,,39,,Sold,,,https://www.redfin.com/NE/Curtis/504-Center-Ave-69025/home/133824996,LCBR,25632,N,Y,40.6333563,-100.5150317,"Oconee County, SC","Oconee, SC"
PAST SALE,August-10-2023,Single Family Residential,301 E 4th St,Curtis,NE,69025,200000,5,3.0,CURTIS,2820,54014,1920,,71,,Sold,,,https://www.redfin.com/NE/Curtis/301-E-4th-St-69025/home/133820153,LCBR,24803,N,Y,40.6317552,-100.5122961,"Oconee County, SC","Oconee, SC"
PAST SALE,April-11-2025,Single Family Residential,204 E 7th St,Curtis,NE,69025,213500,4,3.0,CURTIS,2656,,1981,,80,,Sold,,,https://www.redfin.com/NE/Curtis/204-E-7th-St-69025/home/133822105,LCBR,25970,N,Y,40.6351366,-100.5135949,"Oconee County, SC","Oconee, SC"
PAST SALE,May-23-2025,Single Family Residential,305 W 9th St,Curtis,NE,69025,164900,3,2.0,CURTIS,2040,,2022,,81,,Sold,,,https://www.redfin.com/NE/Curtis/305-W-9th-St-69025/home/183209440,LCBR,25974,N,Y,40.6368951,-100.5196585,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,501 Pope Ave,Curtis,NE,69025,90000,2,1.0,,1097,6970,1920,,82,,,,,https://www.redfin.com/NE/Curtis/501-Pope-Ave-69025/home/133824203,,,N,Y,40.633189,-100.5171302,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,405 Park Ave,Curtis,NE,69025,210000,3,2.0,,3064,22651,1976,,69,,,,,https://www.redfin.com/NE/Curtis/405-Park-Ave-69025/home/133822703,,,N,Y,40.6327167,-100.5197872,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,203 E 5th St,Curtis,NE,69025,110000,4,1.0,,1736,7405,1890,,63,,,,,https://www.redfin.com/NE/Curtis/203-E-5th-St-69025/home/133819482,,,N,Y,40.6327288,-100.5135981,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,314 E 4th St,Curtis,NE,69025,104000,3,2.0,,1122,9148,1955,,93,,,,,https://www.redfin.com/NE/Curtis/314-E-4th-St-69025/home/133823816,,,N,Y,40.6322015,-100.5113676,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,606 W Cameron St,Eustis,NE,69028,325000,,2.0,,1492,12197,2024,,218,,,,,https://www.redfin.com/NE/Eustis/606-W-Cameron-St-69028/home/133819984,,,N,Y,40.666137,-100.03695,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,104 Frontier St,Stockville,NE,69042,60000,,,,,20909,2022,,,,,,,https://www.redfin.com/NE/Stockville/104-Frontier-St-69042/home/133819884,,,N,Y,40.530906,-100.384766,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,410 Center Ave,Curtis,NE,69025,93000,3,1.0,,1254,5227,1900,,74,,,,,https://www.redfin.com/NE/Curtis/410-Center-Ave-69025/home/133820060,,,N,Y,40.6326886,-100.5150448,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,504 Howard Ave,Curtis,NE,69025,67000,2,1.0,,1094,6970,1910,,61,,,,,https://www.redfin.com/NE/Curtis/504-Howard-Ave-69025/home/133823152,,,N,Y,40.6332682,-100.5136964,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,112 W 7th St,Curtis,NE,69025,185000,4,2.0,,2856,11326,1920,,65,,,,,https://www.redfin.com/NE/Curtis/112-W-7th-St-69025/home/133824263,,,N,Y,40.6352317,-100.5164069,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,505 Custer Ave,Curtis,NE,69025,185600,2,1.0,,1440,13939,1890,,129,,,,,https://www.redfin.com/NE/Curtis/505-Custer-Ave-69025/home/133825381,,,N,Y,40.6333922,-100.5129358,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,411 Ord Ave,Curtis,NE,69025,46400,3,1.0,,1504,6970,1902,,31,,,,,https://www.redfin.com/NE/Curtis/411-Ord-Ave-69025/home/133823777,,,N,Y,40.6329399,-100.5185478,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,101 Johnson Pl,Eustis,NE,69028,250000,4,3.0,,4304,11326,1991,,58,,,,,https://www.redfin.com/NE/Eustis/101-Johnson-Pl-69028/home/133821190,,,N,Y,40.6673951,-100.0375176,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,74797 Road 415,Eustis,NE,69028,72000,2,2.0,,2165,378972,1910,,33,,,,,https://www.redfin.com/NE/Eustis/74797-Road-415-69028/home/133821870,,,N,Y,40.6707335,-100.0772257,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,103 Johnson Pl,Eustis,NE,69028,475000,4,2.5,,4372,27007,1996,,109,,,,,https://www.redfin.com/NE/Eustis/103-Johnson-Pl-69028/home/133823536,,,N,Y,40.6676649,-100.0374525,"Oconee County, SC","Oconee, SC"
PAST SALE,,Mobile/Manufactured Home,101 N Hamilton St,Eustis,NE,69028,172000,3,1.5,,1457,7841,1968,,118,,,,,https://www.redfin.com/NE/Eustis/101-N-Hamilton-St-69028/home/133825956,,,N,Y,40.663543,-100.0335406,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,41748 Road 733,Holbrook,NE,68948,57000,,1.0,,996,637718,1950,,57,,,,,https://www.redfin.com/NE/Holbrook/41748-Road-733-68948/home/133825187,,,N,Y,40.452056,-100.030097,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,820 Center Ave,Curtis,NE,69025,77333,3,1.0,,1136,161608,1920,,68,,,,,https://www.redfin.com/NE/Curtis/820-Center-Ave-69025/home/133819466,,,N,Y,40.6381965,-100.5149194,"Oconee County, SC","Oconee, SC"
PAST SALE,,Mobile/Manufactured Home,105 S Main St,Eustis,NE,69028,82000,3,2.0,,1512,8276,1977,,54,,,,,https://www.redfin.com/NE/Eustis/105-S-Main-St-69028/home/133824026,,,N,Y,40.6611233,-100.029514,"Oconee County, SC","Oconee, SC"
PAST SALE,,Single Family Residential,406 Ord Ave,Curtis,NE,69025,124000,3,1.0,,863,10454,1890,,144,,,,,https://www.redfin.com/NE/Curtis/406-Ord-Ave-69025/home/133826063,,,N,Y,40.632497,-100.5179887,"Oconee County, SC","Oconee, SC"
